source_name,author,title,description,url,published_at,fetched_at,country,category,domain,language,social_image,source_system
,,"Girişimci Zülal Tannur , Demirören Medya ve Teknoloji MTAL öğrencileriyle bir araya geldi",,https://www.haberler.com/guncel/gorme-engelli-girisimciden-genclere-yapay-zeka-ve-girisimcilik-ipuclari-19581750-haberi/,20260219T071500Z,2026-04-23T05:05:23.562812+00:00,Turkey,technology,haberler.com,Turkish,https://foto.haberler.com/haber/2026/02/19/girisimci-zulal-tannur-demiroren-medya-ve-19581750_amp.jpg,GDELT
,,Khoa học và công nghệ – động lực trung tâm mở ra không gian tăng trưởng mới,,https://baotintuc.vn/thuc-hien-nghi-quyet-57/khoa-hoc-va-cong-nghe-dong-luc-trung-tam-mo-ra-khong-gian-tang-truong-moi-20260219103741908.htm,20260219T064500Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,baotintuc.vn,Vietnamese,https://cdnmedia.baotintuc.vn/Upload/YZmStSDTjb0M07hFJ2gA/files/2026/02/01/khoa-hoc-190026-1.jpg,GDELT
,,Công nghệ chiến lược nào được Hà Nội ưu tiên phát triển từ nay đến 2035 ? ,,https://baomoi.com/cong-nghe-chien-luoc-nao-duoc-ha-noi-uu-tien-phat-trien-tu-nay-den-2035-c54710512.epi,20260317T030000Z,2026-04-23T05:05:23.562812+00:00,Vietnam,technology,baomoi.com,Vietnamese,,GDELT
,,科技赛道  长期主义者 ， 汇添富恒生科技ETF联接发起式 ( QDII ) C ( 013128 ) 捕捉AI时代核心机遇 _ 中金在线财经号,,http://mp.cnfol.com/26675/article/1771581604-142271602.html,20260221T084500Z,2026-04-23T05:05:23.562812+00:00,China,technology,mp.cnfol.com,Chinese,,GDELT
,,科技赛道  长期主义者 ， 汇添富恒生科技ETF联接发起式 ( QDII ) C ( 013128 ) 捕捉AI时代核心机遇 _ 中金在线财经号,,http://mp.cnfol.com/26675/article/1771581604-142271602,20260221T030000Z,2026-04-23T05:05:23.562812+00:00,China,technology,mp.cnfol.com,Chinese,,GDELT
,,惊蛰将至 ， 春耕在即 | 宁波市召开科技特派员工作会议,,https://nb.ifeng.com/c/8rAQjtt6LGy,20260303T140000Z,2026-04-23T05:05:23.562812+00:00,China,technology,nb.ifeng.com,Chinese,https://x0.ifengimg.com/ucms/2026_10/B71FDEB749B2863A87514045F8D3825DAD8F19DF_size104_w1080_h720.jpg,GDELT
,,"Jelajahi Masa Depan Digital di GITEX Asia Al Everything Singapore 2026 Temukan Keseruan , Kreativitas , dan Peluang Baru",,https://plus.kapanlagi.com/jelajahi-masa-depan-digital-di-gitex-asia-al-everything-singapore-2026-temukan-keseruan-kreativitas-dan-peluang-baru-2457e9.html,20260221T061500Z,2026-04-23T05:05:23.562812+00:00,Indonesia,technology,plus.kapanlagi.com,Indonesian,https://cdns.klimg.com/resized/1200x600/p/headline/jelajahi-masa-depan-digital-di-gitex-as-2457e9.jpg,GDELT
,,宁德时代与永太科技  以股换股  重组告终 未能就交易方案达成一致 _ 东方财富网,,https://finance.eastmoney.com/a/202602163651156494.html,20260216T020000Z,2026-04-23T05:05:23.562812+00:00,China,technology,finance.eastmoney.com,Chinese,,GDELT
,,গুচ্ছভুক্ত  এ  ইউনিটের ভর্তি পরীক্ষা আজ | | বাংলাদেশ প্রতিদিন,,https://www.bd-pratidin.com/campus-online/2026/04/10/1237051,20260410T044500Z,2026-04-23T05:05:23.562812+00:00,Bangladesh,technology,bd-pratidin.com,Bengali,https://cdn.bd-pratidin.com/public/news_images/2026/04/10/og/1775794115-d910c0bfa749cd12cea822ced3c1f8b7.jpg,GDELT
,,中国发布丨科技部部长 ： 2025年全社会研发投入超3 . 92万亿元 ， 基础研究投入创历史新高 _ 2026全国两会 _ 中国网,,http://www.china.com.cn/lianghui/news/2026-03/05/content_118362875.shtml,20260305T080000Z,2026-04-23T05:05:23.562812+00:00,China,technology,china.com.cn,Chinese,,GDELT
,,人工智能科技伦理审查新规发布,,https://www.163.com/dy/article/KPVV6IUJ05346RC6.html,20260408T020000Z,2026-04-23T05:05:23.562812+00:00,China,technology,163.com,Chinese,,GDELT
,,科技之笔绘就农业新图景 - 华龙网,,https://www.cqnews.net/web/content_1490975309224046592.html,20260407T021500Z,2026-04-23T05:05:23.562812+00:00,China,technology,cqnews.net,Chinese,,GDELT
,,潍坊青州市科技局 ： 创新赋能强根基 科技兴企促发展,,https://baijiahao.baidu.com/s?id=1858815599424828762,20260305T103000Z,2026-04-23T05:05:23.562812+00:00,China,technology,baijiahao.baidu.com,Chinese,,GDELT
,,গুচ্ছভুক্ত  এ  ইউনিটের ভর্তি পরীক্ষা আজ,,https://www.jagonews24.com/campus/news/1109035,20260410T030000Z,2026-04-23T05:05:23.562812+00:00,Bangladesh,technology,jagonews24.com,Bengali,https://cdn.jagonews24.com/media/og-image/2026/04/10/og_1775788510_69d861de1facd.jpeg,GDELT
